comparison,stratum,species,feature,study,group1,group0,n_group1,n_group0,mean_group1,mean_group0,sd_group1,sd_group0,hedges_g,variance,se
CRC_vs_Adenoma,Female,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,YachidaS_2019,CRC,Adenoma,97,19,-0.02180291191431563,-0.04493925666366794,0.567482712110239,0.5924862058974063,0.04021638180555619,0.06294795097053972,0.25089430238755867
CRC_vs_Adenoma,Female,Coprobacter fastidiosus,rCLR_Coprobacter fastidiosus,ZellerG_2014,CRC,Adenoma,24,12,-0.5910079990478351,-0.6370619814935385,1.1472878410985616,1.405686784853253,0.036408653556330786,0.12501949397137918,0.353580958157222
CRC_vs_Adenoma,Female,Alistipes inops,rCLR_Alistipes inops,FengQ_2015,CRC,Adenoma,18,24,-0.09158859338564801,0.3055972688602388,1.6081881758102068,1.2161595003400698,-0.2790916627342899,0.0981958741748196,0.3133622092320955
CRC_vs_Adenoma,Female,Alistipes inops,rCLR_Alistipes inops,HanniganGD_2017,CRC,Adenoma,7,11,0.06885189928594755,-0.05351161187712911,0.18216500280508288,0.17747793852356286,0.6501350598347048,0.24697484614205487,0.49696563879412714
CRC_vs_Adenoma,Female,Alistipes inops,rCLR_Alistipes inops,ThomasAM_2018a,CRC,Adenoma,6,11,0.027751280140965284,0.2116583415622218,0.06797647605439697,1.5765193866167686,-0.1355435860153269,0.2581881596994207,0.5081221897333561
CRC_vs_Adenoma,Female,Alistipes inops,rCLR_Alistipes inops,YachidaS_2019,CRC,Adenoma,97,19,-0.007046439465585682,-0.060624052098484815,0.6394203755699888,1.421119991305668,0.06535723021556175,0.06295959224324113,0.25091750087078646
CRC_vs_Adenoma,Female,Alistipes inops,rCLR_Alistipes inops,ZellerG_2014,CRC,Adenoma,24,12,-0.0108653386191808,-0.3593057629019898,0.9468487612561941,1.4126412788403486,0.3044742531312963,0.12636330251205677,0.3554761630715297
CRC_vs_Adenoma,Female,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,FengQ_2015,CRC,Adenoma,18,24,-0.12927371587600717,-0.28519005578592055,0.4286357392328377,0.8744178146484595,0.2126013480598433,0.097787213887183,0.31270947201385346
CRC_vs_Adenoma,Female,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,HanniganGD_2017,CRC,Adenoma,7,11,0.06272475108975302,0.0,0.16595409243191417,0.0,0.5878222855698738,0.2445642037478772,0.4945343302015313
CRC_vs_Adenoma,Female,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,ThomasAM_2018a,CRC,Adenoma,6,11,-0.035711031941784675,-0.7605971189137047,0.42855074275613964,1.0013164225901587,0.8054729804882517,0.2792019816523118,0.5283956677077433
CRC_vs_Adenoma,Female,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,YachidaS_2019,CRC,Adenoma,97,19,0.17704489064396212,0.2991138111379651,1.0283958346541968,0.6460026824592517,-0.12399076539140212,0.06300828585008716,0.2510145132260029
CRC_vs_Adenoma,Female,Bacteroides finegoldii,rCLR_Bacteroides finegoldii,ZellerG_2014,CRC,Adenoma,24,12,0.33524340532847036,0.06816381151597163,1.1847250891124403,0.5465080440289405,0.255324925399024,0.1259586884930885,0.35490659122237855
CRC_vs_Adenoma,Female,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,FengQ_2015,CRC,Adenoma,18,24,-0.677466472631855,-0.4766239305958018,1.1766884024919007,1.0465619417062606,-0.17853184449976908,0.09762064246597835,0.31244302275131436
CRC_vs_Adenoma,Female,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,HanniganGD_2017,CRC,Adenoma,7,11,0.0,-0.3828976627366735,0.0,0.8585216810727088,0.5372818134761976,0.24278722586286725,0.4927344374639013
CRC_vs_Adenoma,Female,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,-0.20249796897490688,0.0,0.5627408235350365,0.4183058081251675,0.2634084158794659,0.5132332957627223
CRC_vs_Adenoma,Female,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,YachidaS_2019,CRC,Adenoma,97,19,0.043653305872365884,0.15853823034196066,0.7112600515823727,0.41646704803079265,-0.16949216267659248,0.06306685551371191,0.25113115201764974
CRC_vs_Adenoma,Female,Paraprevotella xylaniphila,rCLR_Paraprevotella xylaniphila,ZellerG_2014,CRC,Adenoma,24,12,-0.29220115099848815,0.08632291097056988,0.8515303892526781,0.20674437982929145,-0.5211609293800926,0.1289942457987106,0.3591576893214325
CRC_vs_Adenoma,Female,Dialister invisus,rCLR_Dialister invisus,FengQ_2015,CRC,Adenoma,18,24,-0.7014150705682174,-0.24458384567588584,1.5777184228025787,1.7195118398353662,-0.26988847767525337,0.09813271960199554,0.3132614237374202
CRC_vs_Adenoma,Female,Dialister invisus,rCLR_Dialister invisus,HanniganGD_2017,CRC,Adenoma,7,11,-0.31782620844180937,-0.14265889526790296,0.840889107675605,0.3923254957799229,-0.27751964714344424,0.2361730198459407,0.4859763572911142
CRC_vs_Adenoma,Female,Dialister invisus,rCLR_Dialister invisus,ThomasAM_2018a,CRC,Adenoma,6,11,0.5070497863757679,0.2078845940769175,1.2420132508078452,0.6765373575544729,0.31370146302367424,0.260856044505864,0.5107406822506545
CRC_vs_Adenoma,Female,Dialister invisus,rCLR_Dialister invisus,YachidaS_2019,CRC,Adenoma,97,19,-0.20189876809882662,-0.2297000606963112,0.7397594244105741,1.1337809342406857,0.03389783767934726,0.06294589704963535,0.25089020915459287
CRC_vs_Adenoma,Female,Dialister invisus,rCLR_Dialister invisus,ZellerG_2014,CRC,Adenoma,24,12,-0.5046962059460283,-0.3096269046339325,1.0441532519467045,0.8375676325003348,-0.1942140310424819,0.12555469249784956,0.35433697591113683
CRC_vs_Adenoma,Female,Enterocloster bolteae,rCLR_Enterocloster bolteae,FengQ_2015,CRC,Adenoma,18,24,-1.39766223298424,-0.46524501322054385,1.6731413291085786,1.9154499616383707,-0.5036407379619948,0.1003928971339085,0.3168483819335496
CRC_vs_Adenoma,Female,Enterocloster bolteae,rCLR_Enterocloster bolteae,HanniganGD_2017,CRC,Adenoma,7,11,-0.9640826865146944,0.0,1.737515629478604,0.0,-0.8629400604992705,0.2570370321416864,0.5069881972410072
CRC_vs_Adenoma,Female,Enterocloster bolteae,rCLR_Enterocloster bolteae,ThomasAM_2018a,CRC,Adenoma,6,11,-0.10858154084526146,-0.40154391628891983,0.3933980090766469,0.9831893771834744,0.3332993263588679,0.26127870560746674,0.5111542874783178
CRC_vs_Adenoma,Female,Enterocloster bolteae,rCLR_Enterocloster bolteae,YachidaS_2019,CRC,Adenoma,97,19,-1.3486192390193892,-1.1836094620368367,1.729913572901932,1.5398379567975709,-0.09635011454517244,0.0629815737214491,0.25096129925040056
CRC_vs_Adenoma,Female,Enterocloster bolteae,rCLR_Enterocloster bolteae,ZellerG_2014,CRC,Adenoma,24,12,-0.4327791996220342,-1.9566364753841532,1.4404147715869862,1.8413586205403671,0.9422611660219316,0.1380567074263678,0.37155983021092015
CRC_vs_Adenoma,Female,Bacteroides caccae,rCLR_Bacteroides caccae,FengQ_2015,CRC,Adenoma,18,24,0.445292598929768,-0.15764955083180934,1.8625763848459091,1.1723310895602175,0.3930984292448678,0.09915380191065701,0.314886966879636
CRC_vs_Adenoma,Female,Bacteroides caccae,rCLR_Bacteroides caccae,HanniganGD_2017,CRC,Adenoma,7,11,-0.6918986717823916,-0.42569692787102426,1.0030322055679188,0.7680062918429246,-0.2935448131747894,0.2364590011831657,0.4862705020697489
CRC_vs_Adenoma,Female,Bacteroides caccae,rCLR_Bacteroides caccae,ThomasAM_2018a,CRC,Adenoma,6,11,0.5259702973046022,0.6585426548528585,2.065490958334529,1.1539392280604897,-0.0827945345438573,0.25780425540743535,0.5077442815113089
CRC_vs_Adenoma,Female,Bacteroides caccae,rCLR_Bacteroides caccae,YachidaS_2019,CRC,Adenoma,97,19,0.8187880567124564,1.1859290280675672,0.9996532136927733,1.240108688671219,-0.35024874528185646,0.06347890196267124,0.25195019738565644
CRC_vs_Adenoma,Female,Bacteroides caccae,rCLR_Bacteroides caccae,ZellerG_2014,CRC,Adenoma,24,12,0.5794729038867182,0.43686191045644485,1.480420440416115,1.9453462417895284,0.08475277917147771,0.12510563284672485,0.35370274645063876
CRC_vs_Adenoma,Female,Desulfovibrio piger,rCLR_Desulfovibrio piger,FengQ_2015,CRC,Adenoma,18,24,0.005940762846256094,-0.17418627922149602,0.025204522164052674,1.1035903862195957,0.21114502795639994,0.09777950000760609,0.3126971378308508
CRC_vs_Adenoma,Female,Desulfovibrio piger,rCLR_Desulfovibrio piger,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,0.4227528360451986,0.0,0.9416421404802789,-0.5218939817293736,0.26665486851460224,0.5163863558563513
CRC_vs_Adenoma,Female,Desulfovibrio piger,rCLR_Desulfovibrio piger,YachidaS_2019,CRC,Adenoma,97,19,0.0407034973885675,-0.3074520909662475,0.19213913827211188,1.0754823428007034,0.7481325928561079,0.06539569228250496,0.25572581465801403
CRC_vs_Adenoma,Female,Desulfovibrio piger,rCLR_Desulfovibrio piger,ZellerG_2014,CRC,Adenoma,24,12,-0.11799122681312764,0.022891894148541314,0.8225816549642853,1.3700590701640705,-0.1334817345892273,0.12526202019807278,0.3539237491297706
CRC_vs_Adenoma,Female,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,FengQ_2015,CRC,Adenoma,18,24,-0.042271723558948114,-0.147859566260771,1.5535548383775728,1.4060928910791923,0.07044579452142348,0.09728425484679416,0.3119042398666523
CRC_vs_Adenoma,Female,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,HanniganGD_2017,CRC,Adenoma,7,11,-0.3578589764163113,-0.3633178262628587,0.6242585466906695,0.7064241718074284,0.0076818001739390645,0.23376807783041853,0.4834956854310269
CRC_vs_Adenoma,Female,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,ThomasAM_2018a,CRC,Adenoma,6,11,-0.15655601159330848,-0.4862071746187844,0.38348234456885344,1.897008183063594,0.19997463071524202,0.2589087526734141,0.5088307701715906
CRC_vs_Adenoma,Female,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,YachidaS_2019,CRC,Adenoma,97,19,0.5258224129654471,0.3076230297381102,0.9866224697281317,0.8211519336152879,0.22523193700258387,0.06316335477790992,0.2513232077980661
CRC_vs_Adenoma,Female,Lachnospira pectinoschiza,rCLR_Lachnospira pectinoschiza,ZellerG_2014,CRC,Adenoma,24,12,0.005039674678239542,1.2399601447198363,1.7735414556418654,1.4950318939222185,-0.7151313063554685,0.13252077625484823,0.3640340317262223
CRC_vs_Adenoma,Female,Prevotella copri,rCLR_Prevotella copri,FengQ_2015,CRC,Adenoma,18,24,-0.348070231535105,-0.21625830899205392,3.085353489238296,1.9849986578254104,-0.05147782780796633,0.09725534680667006,0.3118578952129801
CRC_vs_Adenoma,Female,Prevotella copri,rCLR_Prevotella copri,HanniganGD_2017,CRC,Adenoma,7,11,0.0,0.06580412632063042,0.0,0.21824759666268112,-0.36322384352213033,0.23788909503195216,0.4877387569508416
CRC_vs_Adenoma,Female,Prevotella copri,rCLR_Prevotella copri,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,1.5003916172244613,0.0,3.069746323574361,-0.56817717881948,0.2683366011267997,0.5180121631070063
CRC_vs_Adenoma,Female,Prevotella copri,rCLR_Prevotella copri,YachidaS_2019,CRC,Adenoma,97,19,0.06685841329190229,0.24073521237321643,2.2364349204213476,1.67192724966617,-0.08007356759327847,0.0629689791234414,0.25093620528620697
CRC_vs_Adenoma,Female,Prevotella copri,rCLR_Prevotella copri,ZellerG_2014,CRC,Adenoma,24,12,-0.00563249294781798,0.8548758173350274,2.6187839074591066,3.430480069172994,-0.2895035981122222,0.1262325343135283,0.35529218161047155
CRC_vs_Adenoma,Female,Phocaeicola massiliensis,rCLR_Phocaeicola massiliensis,FengQ_2015,CRC,Adenoma,18,24,-0.9772237488655039,-0.4483183596204869,1.8575901129521462,1.2455957135796298,-0.33788945873009935,0.09864933830123372,0.3140849221169869
CRC_vs_Adenoma,Female,Phocaeicola massiliensis,rCLR_Phocaeicola massiliensis,HanniganGD_2017,CRC,Adenoma,7,11,-0.26014926976893715,-0.44065307707354634,0.6882902715636612,1.2937212949049655,0.15540144507889533,0.23452090905162779,0.4842735890502679
CRC_vs_Adenoma,Female,Phocaeicola massiliensis,rCLR_Phocaeicola massiliensis,ThomasAM_2018a,CRC,Adenoma,6,11,0.2311006724351192,0.24566397462627335,0.5660787266801196,1.016253869533493,-0.015499664129719457,0.2575837655620287,0.5075271082041123
CRC_vs_Adenoma,Female,Phocaeicola massiliensis,rCLR_Phocaeicola massiliensis,YachidaS_2019,CRC,Adenoma,97,19,0.2932436079984299,0.05192223733733663,0.9164188514273871,1.7569339853291448,0.21933573385201574,0.06315185801781548,0.2513003342970627
CRC_vs_Adenoma,Female,Phocaeicola massiliensis,rCLR_Phocaeicola massiliensis,ZellerG_2014,CRC,Adenoma,24,12,0.13828719369118359,-0.014900143368872612,1.4603054428928708,1.6393843091937848,0.09850576322391748,0.12514269684394597,0.3537551368446061
CRC_vs_Adenoma,Female,Megamonas funiformis,rCLR_Megamonas funiformis,FengQ_2015,CRC,Adenoma,18,24,-0.4396146427815098,-0.23079903015600148,1.0905535615463375,1.1767593697296168,-0.17957091178501644,0.0976252936267135,0.31245046587693465
CRC_vs_Adenoma,Female,Megamonas funiformis,rCLR_Megamonas funiformis,HanniganGD_2017,CRC,Adenoma,7,11,0.0,-0.09431801683698363,0.0,0.3128174728186979,0.3632238435221304,0.23788909503195216,0.4877387569508416
CRC_vs_Adenoma,Female,Megamonas funiformis,rCLR_Megamonas funiformis,YachidaS_2019,CRC,Adenoma,97,19,0.04881647233124685,0.10190849173122485,0.8792332400388345,0.8706723797191419,-0.060078298917316,0.06295668800841371,0.250911713573547
CRC_vs_Adenoma,Female,Megamonas funiformis,rCLR_Megamonas funiformis,ZellerG_2014,CRC,Adenoma,24,12,-0.35518537337719375,-0.5568576262172563,1.224497426083078,1.3113089061630392,0.15734446619771703,0.1253640776623977,0.3540678997909832
CRC_vs_Adenoma,Female,Phascolarctobacterium faecium,rCLR_Phascolarctobacterium faecium,FengQ_2015,CRC,Adenoma,18,24,-0.42644143804437423,-0.26107474020090443,1.2614117708848254,0.9278674174678376,-0.14991488701919062,0.09750315313909694,0.31225494894252187
CRC_vs_Adenoma,Female,Phascolarctobacterium faecium,rCLR_Phascolarctobacterium faecium,HanniganGD_2017,CRC,Adenoma,7,11,-0.7285275752649455,-0.23959760937898086,1.3731146660333755,0.5929810968584122,-0.4836848146788951,0.24107720251470116,0.490996132891799
CRC_vs_Adenoma,Female,Phascolarctobacterium faecium,rCLR_Phascolarctobacterium faecium,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,-0.02378532305794563,0.0,0.22168562849943446,0.12472489871114625,0.2580943009210411,0.5080298228657852
CRC_vs_Adenoma,Female,Phascolarctobacterium faecium,rCLR_Phascolarctobacterium faecium,YachidaS_2019,CRC,Adenoma,97,19,-0.15621440556544908,-0.24432763460709034,1.2635437735152781,1.285355259849246,0.06908554726595494,0.06296179068753756,0.25092188164354573
CRC_vs_Adenoma,Female,Phascolarctobacterium faecium,rCLR_Phascolarctobacterium faecium,ZellerG_2014,CRC,Adenoma,24,12,0.075285249850717,-0.05642664312784188,0.793008941105823,1.448138157617274,0.12257552654953512,0.12522095234866024,0.35386572643964864
CRC_vs_Adenoma,Female,Acidaminococcus intestini,rCLR_Acidaminococcus intestini,FengQ_2015,CRC,Adenoma,18,24,-0.21066820580037582,0.0,1.3115856838812407,0.0,-0.24173266382645908,0.09795265573173018,0.31297388985621494
CRC_vs_Adenoma,Female,Acidaminococcus intestini,rCLR_Acidaminococcus intestini,ThomasAM_2018a,CRC,Adenoma,6,11,0.0,0.7949713719415143,0.0,1.5237311121225177,-0.6064916123365703,0.2698368267702447,0.519458205027358
CRC_vs_Adenoma,Female,Acidaminococcus intestini,rCLR_Acidaminococcus intestini,YachidaS_2019,CRC,Adenoma,97,19,0.17783723486924272,0.39929963707736643,0.651845826585038,1.018209080592996,-0.30464606514036896,0.06334791530229401,0.25169011760952
CRC_vs_Adenoma,Female,Acidaminococcus intestini,rCLR_Acidaminococcus intestini,ZellerG_2014,CRC,Adenoma,24,12,0.1059102324382184,-0.2758379861205134,1.1398931739223874,0.944499656746541,0.34543944105596625,0.1267548295211332,0.3560264449744333
CRC_vs_Adenoma,Female,Anaerotignum lactatifermentans,rCLR_Anaerotignum lactatifermentans,FengQ_2015,CRC,Adenoma,18,24,-0.19026260498145814,-0.09250904497565393,0.8172716387199451,0.45319991356506395,-0.15127347467776217,0.09750826802398577,0.31226313907341957
CRC_vs_Adenoma,Female,Anaerotignum lactatifermentans,rCLR_Anaerotignum lactatifermentans,HanniganGD_2017,CRC,Adenoma,7,11,-0.9497248560143022,-0.3439128447759811,2.197473450301836,1.1406298667056674,-0.35617891362302423,0.2377307155946612,0.4875763689871169
CRC_vs_Adenoma,Female,Anaerotignum lactatifermentans,rCLR_Anaerotignum lactatifermentans,ThomasAM_2018a,CRC,Adenoma,6,11,0.1713639006972186,0.0,0.4197541170411521,0.0,0.6711521990923162,0.2725906000539726,0.5221020973468433
CRC_vs_Adenoma,Female,Anaerotignum lactatifermentans,rCLR_Anaerotignum lactatifermentans,YachidaS_2019,CRC,Adenoma,97,19,-0.26268119580620086,-0.046704217675873114,1.1546358984345277,0.9013538321258302,-0.19182826288255408,0.0631022523963073,0.2512016170256619
CRC_vs_Adenoma,Female,Anaerotignum lactatifermentans,rCLR_Anaerotignum lactatifermentans,ZellerG_2014,CRC,Adenoma,24,12,-0.13952066602803803,-0.39591337394522164,1.3108319477454524,1.3747551654370957,0.18823090038374005,0.1255210422332246,0.3542894893067315
CRC_vs_Adenoma,Female,Bacteroides salyersiae,rCLR_Bacteroides salyersiae,FengQ_2015,CRC,Adenoma,18,24,-0.1690048787243803,0.024274299319330353,0.9574093630509757,0.11891929439189677,-0.3007007529323348,0.09835248400739814,0.3136119959558278
CRC_vs_Adenoma,Female,Bacteroides salyersiae,rCLR_Bacteroides salyersiae,ThomasAM_2018a,CRC,Adenoma,6,11,0.6776075115322722,0.0,1.6597926491311346,0.0,0.6711521990923164,0.2725906000539726,0.5221020973468433
CRC_vs_Adenoma,Female,Bacteroides salyersiae,rCLR_Bacteroides salyersiae,YachidaS_2019,CRC,Adenoma,97,19,0.05527402774061643,0.3380038737072983,0.4871272573309666,0.8006899364453097,-0.5118909594899443,0.06409012201019765,0.2531602694148465
CRC_vs_Adenoma,Female,Bacteroides salyersiae,rCLR_Bacteroides salyersiae,ZellerG_2014,CRC,Adenoma,24,12,-0.10335258382826673,-0.2038368839908055,1.278562871640681,0.8815332792255861,0.0843348977199697,0.1251045937496094,0.35370127756287423
CRC_vs_Adenoma,Female,Parvimonas micra,rCLR_Parvimonas micra,FengQ_2015,CRC,Adenoma,18,24,-0.6391707824840765,-0.8844003563898098,1.1108349690673829,1.637209252353629,0.16740466781496502,0.0975725262573002,0.31236601328777786
CRC_vs_Adenoma,Female,Parvimonas micra,rCLR_Parvimonas micra,ThomasAM_2018a,CRC,Adenoma,6,11,-0.05346699511955641,0.021413327730755927,0.41409086736511846,0.07101997359582983,-0.2889053311444547,0.26035796725454713,0.5102528463953406
CRC_vs_Adenoma,Female,Parvimonas micra,rCLR_Parvimonas micra,YachidaS_2019,CRC,Adenoma,97,19,-0.7256029352622213,-0.6261567172692429,1.6924402022286171,1.412875495254022,-0.05982056014038199,0.06295655247075893,0.2509114434830722
CRC_vs_Adenoma,Female,Parvimonas micra,rCLR_Parvimonas micra,ZellerG_2014,CRC,Adenoma,24,12,-0.221607051372561,-0.27792416920299845,1.512258835925493,0.6619524836375459,0.04237318062854399,0.12502640421230263,0.3535907298166945
CRC_vs_Adenoma,Female,Klebsiella pneumoniae,rCLR_Klebsiella pneumoniae,FengQ_2015,CRC,Adenoma,18,24,-0.4242393545755736,0.29462949229501895,1.9388523945349303,1.0867852248430885,-0.4674308562877164,0.09995336728984557,0.31615402463015646
CRC_vs_Adenoma,Female,Klebsiella pneumoniae,rCLR_Klebsiella pneumoniae,HanniganGD_2017,CRC,Adenoma,7,11,0.20490766056135296,-0.17522380238780197,0.5421347115773777,0.5811516068597198,0.6386865876913178,0.2465137511817581,0.49650151176180535
CRC_vs_Adenoma,Female,Klebsiella pneumoniae,rCLR_Klebsiella pneumoniae,ThomasAM_2018a,CRC,Adenoma,6,11,-0.07536244101525262,0.025075092963328827,0.18459952625796355,0.08316467494264264,-0.7543639160096776,0.27654458816833943,0.5258750689739337
CRC_vs_Adenoma,Female,Klebsiella pneumoniae,rCLR_Klebsiella pneumoniae,YachidaS_2019,CRC,Adenoma,97,19,-0.0757213563538751,0.023499010497925986,1.0546674610290088,1.6201078734514969,-0.08479684398039639,0.06297239459941474,0.2509430106606174
CRC_vs_Adenoma,Female,Klebsiella pneumoniae,rCLR_Klebsiella pneumoniae,ZellerG_2014,CRC,Adenoma,24,12,-0.25342671011209983,-0.23484138804977173,0.8613570448030522,0.8135144316444065,-0.02147584512646692,0.1250067825282926,0.35356298240666056
CRC_vs_Adenoma,Female,Klebsiella variicola,rCLR_Klebsiella variicola,FengQ_2015,CRC,Adenoma,18,24,-0.19284964737799357,-0.06833660711531252,1.434561984100433,1.7697259982773736,-0.07468616130858674,0.09729194750585987,0.3119165713870616
CRC_vs_Adenoma,Female,Klebsiella variicola,rCLR_Klebsiella variicola,HanniganGD_2017,CRC,Adenoma,7,11,0.0253863447405099,-0.20181124652612842,0.06716595488034173,0.6693321832010825,0.4076849646510857,0.23896020346631366,0.48883555871715556
CRC_vs_Adenoma,Female,Klebsiella variicola,rCLR_Klebsiella variicola,ThomasAM_2018a,CRC,Adenoma,6,11,-0.5268216776401208,-0.5079116754681782,1.2904442956553015,1.1712592793080148,-0.014805428301400208,0.25758306426599714,0.5075264173084956
CRC_vs_Adenoma,Female,Klebsiella variicola,rCLR_Klebsiella variicola,YachidaS_2019,CRC,Adenoma,97,19,-0.19158301260996208,-0.24520431692519104,0.9793245792984931,1.4303726029665182,0.05009478307668536,0.06295186382109222,0.25090210007310065
